ID,study,study_label,type_long,event.e,n.e,mean.e,lower.e,upper.e,sd.e,se.e,event.c,n.c,mean.c,lower.c,upper.c,sd.c,se.c,ROB,outcome,AB,TE,lower,upper,est.type,Notes,type,outcome_asis,domain,study_design,rob,forest_plot_id,forest_plot_title,follow_up,rr_estimate,rr_lower,rr_upper,n_vax_outcome,n_vax_no_outcome,n_unvax_outcome,n_unvax_no_outcome,tau_sq,i_sq,p
Furuta 2017,Healy 2013,Healy 2013,Non-randomized studies,,19,10.5,6.4,17.1,,,,86,14,11.1,17.7,,,High,Matbl,PT,-0.287682072,-0.831646971,0.256282827,ROM,,NRS,Pertussis Antibodies: Maternal Blood at Birth,Immunogenicity,Observational,High,65,Pertussis Antibodies: Maternal Blood at Birth (Immunogenicity) - Observational - PT,,0.75,0.435331717,1.292118122,,,,,,,
2884,Nakabembe 2025a,Nakabembe 2025a,Randomized studies,,40,66.4,41.7,105.7,,,,41,18.8,13.4,26.3,,,Low,Matbl,FHA,1.261840187,0.687429033,1.836251341,ROM,,RCT,Pertussis Antibodies: Maternal Blood at Birth,Immunogenicity,RCT,Low,66,Pertussis Antibodies: Maternal Blood at Birth (Immunogenicity) - RCT - FHA,,3.531914894,1.988596339,6.27297887,,,,,,,
2884,Nakabembe 2025b,Nakabembe 2025b,Randomized studies,,50,210.9,158.1,281.4,,,,50,16.5,12.2,22.2,,,Low,Matbl,FHA,2.548023707,2.132452226,2.963595187,ROM,,RCT,Pertussis Antibodies: Maternal Blood at Birth,Immunogenicity,RCT,Low,66,Pertussis Antibodies: Maternal Blood at Birth (Immunogenicity) - RCT - FHA,,12.78181818,8.43552729,19.36747644,,,,,,,
1550,Haidara 2024,Haidara 2024,Randomized studies,,127,321.5,275,375.8,,,,64,30.6,24.8,37.7,,,Low,Matbl,FHA,2.351997535,2.09078414,2.61321093,ROM,,RCT,Pertussis Antibodies: Maternal Blood at Birth,Immunogenicity,RCT,Low,66,Pertussis Antibodies: Maternal Blood at Birth (Immunogenicity) - RCT - FHA,,10.50653595,8.091257355,13.64278663,,,,,,,
Furuta 2017 (effectiveness outcomes) / listed under Vygen-Bonnet 2020,Munoz 2014,Munoz 2014,Randomized studies,,33,184.8,142.8,239.1,,,,14,21.9,10.9,44.1,,,Unclear,Matbl,FHA,2.132787522,1.387933173,2.877641871,ROM,,RCT,Pertussis Antibodies: Maternal Blood at Birth,Immunogenicity,RCT,Unclear,66,Pertussis Antibodies: Maternal Blood at Birth (Immunogenicity) - RCT - FHA,,8.438356164,4.006560623,17.77231432,,,,,,,
Furuta 2017 (effectiveness outcomes) / listed under Vygen-Bonnet 2020,Hoang 2016,Hoang 2016,Randomized studies,,51,139,109,176,,,,47,17.3,14,21.4,,,Unclear,Matbl,FHA,2.083767432,1.763755552,2.403779311,ROM,,RCT,Pertussis Antibodies: Maternal Blood at Birth,Immunogenicity,RCT,Unclear,66,Pertussis Antibodies: Maternal Blood at Birth (Immunogenicity) - RCT - FHA,,8.034682081,5.834307347,11.06491522,,,,,,,
1550,Haidara 2024,Haidara 2024,Randomized studies,,127,26.3,21,33,,,,64,20.1,14.3,28.2,,,Low,Matbl,FIM,0.268849124,-0.139016157,0.676714405,ROM,,RCT,Pertussis Antibodies: Maternal Blood at Birth,Immunogenicity,RCT,Low,67,Pertussis Antibodies: Maternal Blood at Birth (Immunogenicity) - RCT - FIM,,1.308457711,0.870213968,1.967403013,,,,,,,
Furuta 2017 (effectiveness outcomes) / listed under Vygen-Bonnet 2020,Munoz 2014,Munoz 2014,Randomized studies,,33,1485.7,979.9,2252.6,,,,14,34.9,16.3,74.8,,,Unclear,Matbl,FIM,3.751154491,2.88305446,4.619254523,ROM,,RCT,Pertussis Antibodies: Maternal Blood at Birth,Immunogenicity,RCT,Unclear,67,Pertussis Antibodies: Maternal Blood at Birth (Immunogenicity) - RCT - FIM,,42.57020057,17.86876934,101.4183989,,,,,,,
1550,Haidara 2024,Haidara 2024,Randomized studies,,127,164.6,121,224.1,,,,64,5.1,3.7,7.1,,,Low,Matbl,PRN,3.474277749,3.025774234,3.922781263,ROM,,RCT,Pertussis Antibodies: Maternal Blood at Birth,Immunogenicity,RCT,Low,68,Pertussis Antibodies: Maternal Blood at Birth (Immunogenicity) - RCT - PRN,,32.2745098,20.60995546,50.54081679,,,,,,,
Furuta 2017 (effectiveness outcomes) / listed under Vygen-Bonnet 2020,Munoz 2014,Munoz 2014,Randomized studies,,33,184.5,110.2,308.8,,,,14,12.2,5.2,28.4,,,Unclear,Matbl,PRN,2.716213512,1.723237337,3.709189686,ROM,,RCT,Pertussis Antibodies: Maternal Blood at Birth,Immunogenicity,RCT,Unclear,68,Pertussis Antibodies: Maternal Blood at Birth (Immunogenicity) - RCT - PRN,,15.12295082,5.602636762,40.82071554,,,,,,,
Furuta 2017 (effectiveness outcomes) / listed under Vygen-Bonnet 2020,Hoang 2016,Hoang 2016,Randomized studies,,51,111,76,163,,,,47,9.4,6.9,12.5,,,Unclear,Matbl,PRN,2.468820512,1.98527192,2.952369104,ROM,,RCT,Pertussis Antibodies: Maternal Blood at Birth,Immunogenicity,RCT,Unclear,68,Pertussis Antibodies: Maternal Blood at Birth (Immunogenicity) - RCT - PRN,,11.80851064,7.281026971,19.15127139,,,,,,,
2884,Nakabembe 2025a,Nakabembe 2025a,Randomized studies,,40,87.4,55.1,138.5,,,,41,10.2,7,14.9,,,Low,Matbl,PT,2.148107562,1.552231067,2.743984058,ROM,,RCT,Pertussis Antibodies: Maternal Blood at Birth,Immunogenicity,RCT,Low,69,Pertussis Antibodies: Maternal Blood at Birth (Immunogenicity) - RCT - PT,,8.568627451,4.721993522,15.54880922,,,,,,,
2884,Nakabembe 2025b,Nakabembe 2025b,Randomized studies,,50,122.7,79.4,186.6,,,,50,6.6,4.5,9.6,,,Low,Matbl,PT,2.922672703,2.35166378,3.493681625,ROM,,RCT,Pertussis Antibodies: Maternal Blood at Birth,Immunogenicity,RCT,Low,69,Pertussis Antibodies: Maternal Blood at Birth (Immunogenicity) - RCT - PT,,18.59090909,10.50302993,32.90687574,,,,,,,
1550,Haidara 2024,Haidara 2024,Randomized studies,,127,47,40.1,55.1,,,,64,10.1,7.4,13.6,,,Low,Matbl,PT,1.537612178,1.194333334,1.880891021,ROM,,RCT,Pertussis Antibodies: Maternal Blood at Birth,Immunogenicity,RCT,Low,69,Pertussis Antibodies: Maternal Blood at Birth (Immunogenicity) - RCT - PT,,4.653465347,3.301356136,6.559346778,,,,,,,
Furuta 2017 (effectiveness outcomes) / listed under Vygen-Bonnet 2020,Munoz 2014,Munoz 2014,Randomized studies,,33,51,37.1,70.1,,,,14,9.1,4.6,17.8,,,Unclear,Matbl,PT,1.723551219,0.975908458,2.47119398,ROM,,RCT,Pertussis Antibodies: Maternal Blood at Birth,Immunogenicity,RCT,Unclear,69,Pertussis Antibodies: Maternal Blood at Birth (Immunogenicity) - RCT - PT,,5.604395604,2.653576781,11.83657105,,,,,,,
Furuta 2017 (effectiveness outcomes) / listed under Vygen-Bonnet 2020,Hoang 2016,Hoang 2016,Randomized studies,,51,17.3,13,22,,,,47,5.7,4.3,7.6,,,Unclear,Matbl,PT,1.110240327,0.722573576,1.497907078,ROM,,RCT,Pertussis Antibodies: Maternal Blood at Birth,Immunogenicity,RCT,Unclear,69,Pertussis Antibodies: Maternal Blood at Birth (Immunogenicity) - RCT - PT,,3.035087719,2.059727259,4.472319052,,,,,,,
2341,Lima 2019,Lima 2019,Non-randomized studies,,66,118.1,88.7,157.2,,,,101,143.2,120.3,170.3,,,Critical,Matmilk,PT,-0.192710531,-0.527481841,0.142060778,ROM,,NRS,Pertussis Antibodies: Breast Milk,Immunogenicity,Observational,Critical,70,Pertussis Antibodies: Breast Milk (Immunogenicity) - Observational - PT,,0.82472067,0.590089039,1.152646702,,,,,,,
3083,Orije 2021a,Orije 2021a,Non-randomized studies,,64,0.11,0.08,0.14,,,,5,0.03,0.02,0.04,,,Serious,Matmilk,PT,1.299282984,0.853855424,1.744710544,ROM,,NRS,Pertussis Antibodies: Breast Milk,Immunogenicity,Observational,Serious,70,Pertussis Antibodies: Breast Milk (Immunogenicity) - Observational - PT,,3.666666667,2.348684594,5.724244318,,,,,,,
3083,Orije 2021b,Orije 2021b,Non-randomized studies,,28,0.14,0.09,0.21,,,,7,0.05,0.02,0.12,,,Serious,Matmilk,PT,1.029619417,0.038620469,2.020618365,ROM,,NRS,Pertussis Antibodies: Breast Milk,Immunogenicity,Observational,Serious,70,Pertussis Antibodies: Breast Milk (Immunogenicity) - Observational - PT,,2.8,1.039375934,7.542987813,,,,,,,
Furuta 2017,DeSchutter 2015,DeSchutter 2015,Non-randomized studies,,19,0.55,0.31,0.98,,,,9,0.19,0.16,0.23,,,Unclear,Matmilk,PT,1.062894206,0.459475614,1.666312798,ROM,,NRS,Pertussis Antibodies: Breast Milk,Immunogenicity,Observational,Unclear,70,Pertussis Antibodies: Breast Milk (Immunogenicity) - Observational - PT,,2.894736842,1.583243537,5.292616828,,,,,,,
3211,Petousis-Harris 2019,Petousis-Harris 2019,Non-randomized studies,,7660,9.537,9.51731522,9.55668478,0.879,,,53810,9.531,9.523649044,9.538350956,0.87,,Critical,Apgar,,0.006,-0.015012547,0.027012547,MD,,,Apgar Score,Safety - infant,Observational,Critical,,,,0.006,-0.015012547,0.027012547,,,,,,,
3201,Perrett 2020,Perrett 2020,Randomized studies,,341,9.5,9.43631603,9.56368397,0.6,,,346,9.5,9.436777848,9.563222152,0.6,,Low,Apgar,,0,-0.089736774,0.089736774,MD,,,Apgar Score,Safety - infant,RCT,Low,,,,0,-0.089736774,0.089736774,,,,,,,
1868,Jones 2021,Jones 2021,Non-randomized studies,,61,9.82,6.71,14.37,,,,27,5.2,2.94,9.21,,,High,Infbl2,FIM,0.635762497,-0.050502654,1.322027648,ROM,,,Pertussis Antibodies: Infant Blood at 2mo,Immunogenicity,Observational,High,,,,1.888461538,0.950751405,3.751019418,,,,,,,
1550,Haidara 2024,Haidara 2024,Randomized studies,,114,9.5,7.1,12.7,,,,59,6.9,4.5,10.4,,,Low,Infbl2,FIM,0.319770387,-0.190116738,0.829657512,ROM,,,Pertussis Antibodies: Infant Blood at 2mo,Immunogenicity,RCT,Low,,,,1.376811594,0.826862602,2.292533441,,,,,,,
1550,Haidara 2024,Haidara 2024,Randomized studies,,63,274.3,191.7,392.6,,,,32,465.6,316.7,684.6,,,Low,Infbl5,FIM,-0.529104498,-1.055446439,-0.002762557,ROM,,,Pertussis Antibodies: Infant Blood at 5mo,Immunogenicity,RCT,Low,,,,0.589132302,0.348037015,0.997241255,,,,,,,
