"id_meta","domain","analysis_label","study","is_meta","is_rct","study_design","outcome","population","rr","rr_lower","rr_upper","tau_sq","p","i_sq","effect_measure","rr_order","rr_lower_order","rr_upper_order","rob","rob_original","ab","ab_abbrev","ab_footnote","n_events_vax","n_vax","mean_vax","lower_vax","upper_vax","sd_vax","se_vax","n_events_unvax","n_unvax","mean_unvax","lower_unvax","upper_unvax","sd_unvax","se_unvax","te","lower","upper","notes"
26,"Effectiveness","Pertussis infection (infant) - Observational studies (adjusted)","Mott 2021a",0,0,"Observational (adjusted)","Pertussis infection (infant)","Infant",0.74,0.42,1.29,,,,"HR",13,14,12,"Moderate","Moderate",,,,,114067,,,,,,,311156,,,,,,0.74,0.42,1.29,
26,"Effectiveness","Pertussis infection (infant) - Observational studies (adjusted)","Mott 2021b",0,0,"Observational (adjusted)","Pertussis infection (infant)","Infant",0.5,0.24,1.04,,,,"HR",11,12,11,"Moderate","Moderate",,,,,33286,,,,,,,638155,,,,,,0.5,0.24,1.04,
26,"Effectiveness","Pertussis infection (infant) - Observational studies (adjusted)","Nascimento 2021",0,0,"Observational (adjusted)","Pertussis infection (infant)","Infant",0.81,0.4,1.64,,,,"OR",14,13,14,"Low","Low",,,,,191,,,,,,,76,,,,,,0.81,0.4,1.64,
26,"Effectiveness","Pertussis infection (infant) - Observational studies (adjusted)","Romanin 2020",0,0,"Observational (adjusted)","Pertussis infection (infant)","Infant",0.19,0.08,0.48,,,,"OR",6,6,5,"Low","Low",,,,,269,,,,,,,102,,,,,,0.19,0.08,0.48,
26,"Effectiveness","Pertussis infection (infant) - Observational studies (adjusted)","Baxter 2017",0,0,"Observational (adjusted)","Pertussis infection (infant)","Infant",0.09,0.01,0.8,,,,"RR",3,2,8,"Moderate","Moderate",,,,1,68168,,,,,,16,80813,,,,,,0.09,0.01,0.8,"SOURCE: Adjusted data only; no matching unadjusted binary row found"
26,"Effectiveness","Pertussis infection (infant) - Observational studies (adjusted)","Becker-Dreps 2018",0,0,"Observational (adjusted)","Pertussis infection (infant)","Infant",0.54,0.19,1.59,,,,"HR",12,11,13,"Serious","Serious",,,,7,90445,,,,,,105,542380,,,,,,0.54,0.19,1.59,"SOURCE: Adjusted data only; no matching unadjusted binary row found"
26,"Effectiveness","Pertussis infection (infant) - Observational studies (adjusted)","Bellido-Blasco 2017",0,0,"Observational (adjusted)","Pertussis infection (infant)","Infant",0.09,0.02,0.43,,,,"OR",4,3,3,"Moderate","Moderate",,,,5,46,,,,,,7,42,,,,,,0.09,0.02,0.43,"SOURCE: Adjusted data only; no matching unadjusted binary row found"
26,"Effectiveness","Pertussis infection (infant) - Observational studies (adjusted)","Dabrera 2015",0,0,"Observational (adjusted)","Pertussis infection (infant)","Infant",0.07,0.03,0.19,,,,"OR",2,4,1,"Serious","Serious",,,,10,49,,,,,,48,64,,,,,,0.07,0.03,0.19,"SOURCE: Adjusted data only; no matching unadjusted binary row found"
26,"Effectiveness","Pertussis infection (infant) - Observational studies (adjusted)","Saul 2017",0,0,"Observational (adjusted)","Pertussis infection (infant)","Infant",0.31,0.11,0.87,,,,"OR",10,9,10,"Moderate","Moderate",,,,52,124,,,,,,65,110,,,,,,0.31,0.11,0.87,"SOURCE: Adjusted data only; no matching unadjusted binary row found"
26,"Effectiveness","Pertussis infection (infant) - Observational studies (adjusted)","Skoff 2017",0,0,"Observational (adjusted)","Pertussis infection (infant)","Infant",0.22,0.1,0.52,,,,"OR",8,8,6,"Serious","Serious",,,,22,139,,,,,,218,636,,,,,,0.22,0.1,0.52,"SOURCE: Adjusted data only; no matching unadjusted binary row found"
27,"Safety - infant","Congenital abnormalities - Observational studies (adjusted)","Becerra-Culqui 2018",0,0,"Observational (adjusted)","Congenital abnormalities","Infant",0.85,0.77,0.95,,,,"HR",2,2,2,"Moderate","Moderate",,,,,39077,,,,,,,42916,,,,,,0.85,0.77,0.95,
27,"Safety - infant","Congenital abnormalities - Observational studies (adjusted)","Becerra-Culqui 2020",0,0,"Observational (adjusted)","Congenital abnormalities","Infant",1,0.88,1.14,,,,"HR",4,5,3,"Moderate","Moderate",,,,,4178,,,,,,,43826,,,,,,1,0.88,1.14,
27,"Safety - infant","Congenital abnormalities - Observational studies (adjusted)","Hall 2020a",0,0,"Observational (adjusted)","Congenital abnormalities","Infant",1.15,0.82,1.61,,,,"RR",6,3,5,"Low","Low",,,,,984,,,,,,,103729,,,,,,1.15,0.82,1.61,
27,"Safety - infant","Congenital abnormalities - Observational studies (adjusted)","Kildegaard 2025",0,0,"Observational (adjusted)","Congenital abnormalities","Infant",0.89,0.86,0.92,,,,"RR",3,4,1,"Moderate","Moderate",,,,,108350,,,,,,,107624,,,,,,0.89,0.86,0.92,
27,"Safety - infant","Congenital abnormalities - Observational studies (adjusted)","Berenson 2016",0,0,"Observational (adjusted)","Congenital abnormalities","Infant",0.8,0.38,1.67,,,,"OR",1,1,6,"Serious","Serious",,,,18,1109,,,,,,15,650,,,,,,0.8,0.38,1.67,"SOURCE: Adjusted data only; no matching unadjusted binary row found"
27,"Safety - infant","Congenital abnormalities - Observational studies (adjusted)","DeSilva 2016",0,0,"Observational (adjusted)","Congenital abnormalities","Infant",1.09,0.97,1.23,,,,"RR",5,6,4,"Serious","Serious",,,,356,20568,,,,,,1920,120097,,,,,,1.09,0.97,1.23,"SOURCE: Adjusted data only; no matching unadjusted binary row found"
28,"Safety - infant","Low birth weight - Observational studies (adjusted)","Hall 2020b",0,0,"Observational (adjusted)","Low birth weight","Infant",0.69,0.61,0.77,,,,"RR",1,2,1,"Low","Low",,,,,9352,,,,,,,103729,,,,,,0.69,0.61,0.77,
28,"Safety - infant","Low birth weight - Observational studies (adjusted)","Kildegaard 2025",0,0,"Observational (adjusted)","Low birth weight","Infant",0.75,0.7,0.81,,,,"RR",2,4,2,"Moderate","Moderate",,,,,50816,,,,,,,50886,,,,,,0.75,0.7,0.81,
28,"Safety - infant","Low birth weight - Observational studies (adjusted)","Petousis Harris 2019",0,0,"Observational (adjusted)","Low birth weight","Infant",0.784,0.653,0.941,,,,"OR",4,3,3,"Moderate","Moderate",,,,,8299,,,,,,,61090,,,,,,0.784,0.653,0.941,
28,"Safety - infant","Low birth weight - Observational studies (adjusted)","Berenson 2016",0,0,"Observational (adjusted)","Low birth weight","Infant",0.76,0.51,1.14,,,,"OR",3,1,4,"Serious","Serious",,,,63,1109,,,,,,71,650,,,,,,0.76,0.51,1.14,"SOURCE: Adjusted data only; no matching unadjusted binary row found"
29,"Safety - infant","NICU admission - Observational studies (adjusted)","Fakhraei 2021",0,0,"Observational (adjusted)","NICU admission","Infant",0.96,0.9,1.02,,,,"RR",5,5,2,"Moderate","Moderate",,,,,11483,,,,,,,600445,,,,,,0.96,0.9,1.02,
29,"Safety - infant","NICU admission - Observational studies (adjusted)","Kildegaard 2025",0,0,"Observational (adjusted)","NICU admission","Infant",0.55,0.51,0.58,,,,"RR",2,2,1,"Moderate","Moderate",,,,,108350,,,,,,,107624,,,,,,0.55,0.51,0.58,
29,"Safety - infant","NICU admission - Observational studies (adjusted)","Sukumaran 2018",0,0,"Observational (adjusted)","NICU admission","Infant",0.93,0.85,1.03,,,,"OR",4,4,3,"Serious","Serious",,,,,2195,,,,,,,48249,,,,,,0.93,0.85,1.03,
29,"Safety - infant","NICU admission - Observational studies (adjusted)","Winter 2017",0,0,"Observational (adjusted)","NICU admission","Infant",0.49,0.19,1.23,,,,"OR",1,1,6,"Serious","Serious",,,,,48,,,,,,,343,,,,,,0.49,0.19,1.23,
29,"Safety - infant","NICU admission - Observational studies (adjusted)","Berenson 2016",0,0,"Observational (adjusted)","NICU admission","Infant",0.78,0.56,1.08,,,,"OR",3,3,5,"Serious","Serious",,,,103,1109,,,,,,86,650,,,,,,0.78,0.56,1.08,"SOURCE: Adjusted data only; no matching unadjusted binary row found"
29,"Safety - infant","NICU admission - Observational studies (adjusted)","Layton 2017",0,0,"Observational (adjusted)","NICU admission","Infant",1,0.97,1.03,,,,"RR",6,6,4,"Serious","Serious",,,,6996,80217,,,,,,42904,543906,,,,,,1,0.97,1.03,"SOURCE: Adjusted data only; no matching unadjusted binary row found"
30,"Safety - infant","Neonatal mortality - Observational studies (adjusted)","Kildegaard 2025",0,0,"Observational (adjusted)","Neonatal mortality","Infant",0.33,0.24,0.45,,,,"RR",1,1,1,"Moderate","Moderate",,,,,108350,,,,,,,107624,,,,,,0.33,0.24,0.45,
30,"Safety - infant","Neonatal mortality - Observational studies (adjusted)","Tseng 2022",0,0,"Observational (adjusted)","Neonatal mortality","Infant",0.81,0.38,1.73,,,,"RR",2,2,2,"Moderate","Moderate",,,,,16350,,,,,,,16088,,,,,,0.81,0.38,1.73,
31,"Safety - infant","Neonatal sepsis - Observational studies (adjusted)","Greenberg 2023",0,0,"Observational (adjusted)","Neonatal sepsis","Infant",0.95,0.75,1.21,,,,"RR",4,2,3,"Low","Low",,,,,95970,,,,,,,13210,,,,,,0.95,0.75,1.21,
31,"Safety - infant","Neonatal sepsis - Observational studies (adjusted)","Kildegaard 2025",0,0,"Observational (adjusted)","Neonatal sepsis","Infant",0.84,0.8,0.88,,,,"RR",1,3,1,"Moderate","Moderate",,,,,108350,,,,,,,107624,,,,,,0.84,0.8,0.88,
31,"Safety - infant","Neonatal sepsis - Observational studies (adjusted)","Petousis Harris 2019",0,0,"Observational (adjusted)","Neonatal sepsis","Infant",0.872,0.599,1.27,,,,"OR",2,1,4,"Moderate","Moderate",,,,,8299,,,,,,,61090,,,,,,0.872,0.599,1.27,
31,"Safety - infant","Neonatal sepsis - Observational studies (adjusted)","Layton 2017",0,0,"Observational (adjusted)","Neonatal sepsis","Infant",0.89,0.84,0.94,,,,"RR",3,4,2,"Serious","Serious",,,,1774,80217,,,,,,13187,543906,,,,,,0.89,0.84,0.94,"SOURCE: Adjusted data only; no matching unadjusted binary row found"
32,"Safety - infant","Small for gestational age - Observational studies (adjusted)","Fakhraei 2021",0,0,"Observational (adjusted)","Small for gestational age","Infant",0.82,0.76,0.88,,,,"RR",3,4,1,"Moderate","Moderate",,,,,11483,,,,,,,600445,,,,,,0.82,0.76,0.88,
32,"Safety - infant","Small for gestational age - Observational studies (adjusted)","Giles 2021",0,0,"Observational (adjusted)","Small for gestational age","Infant",0.87,0.84,0.9,,,,"RR",5,6,3,"Low","Low",,,,,192487,,,,,,,56872,,,,,,0.87,0.84,0.9,
32,"Safety - infant","Small for gestational age - Observational studies (adjusted)","Kildegaard 2025",0,0,"Observational (adjusted)","Small for gestational age","Infant",0.81,0.74,0.89,,,,"RR",2,3,2,"Moderate","Moderate",,,,,50816,,,,,,,50886,,,,,,0.81,0.74,0.89,
32,"Safety - infant","Small for gestational age - Observational studies (adjusted)","Petousis Harris 2019",0,0,"Observational (adjusted)","Small for gestational age","Infant",0.721,0.574,0.905,,,,"OR",1,1,4,"Moderate","Moderate",,,,,8299,,,,,,,61090,,,,,,0.721,0.574,0.905,
32,"Safety - infant","Small for gestational age - Observational studies (adjusted)","Tseng 2022",0,0,"Observational (adjusted)","Small for gestational age","Infant",0.83,0.7,0.98,,,,"RR",4,2,5,"Moderate","Moderate",,,,,16350,,,,,,,16088,,,,,,0.83,0.7,0.98,
32,"Safety - infant","Small for gestational age - Observational studies (adjusted)","Griffin 2018",0,0,"Observational (adjusted)","Small for gestational age","Infant",0.92,0.82,1.04,,,,"RR",6,5,6,"Serious","Serious",,,,401,8178,,,,,,2916,60372,,,,,,0.92,0.82,1.04,"SOURCE: Adjusted data only; no matching unadjusted binary row found"
33,"Safety - maternal","Chorioamnionitis - Observational studies (adjusted)","Fakhraei 2021",0,0,"Observational (adjusted)","Chorioamnionitis","Maternal",1.17,0.99,1.39,,,,"RR",6,6,5,"Moderate","Moderate",,,,,11519,,,,,,,603694,,,,,,1.17,0.99,1.39,
33,"Safety - maternal","Chorioamnionitis - Observational studies (adjusted)","Greenberg 2023",0,0,"Observational (adjusted)","Chorioamnionitis","Maternal",0.96,0.9,1.03,,,,"HR",2,5,1,"Low","Low",,,,,103254,,,,,,,14957,,,,,,0.96,0.9,1.03,
33,"Safety - maternal","Chorioamnionitis - Observational studies (adjusted)","Hall 2025",0,0,"Observational (adjusted)","Chorioamnionitis","Maternal",0.94,0.72,1.23,,,,"OR",1,2,3,"Low","Low",,,,,1354,,,,,,,296,,,,,,0.94,0.72,1.23,
33,"Safety - maternal","Chorioamnionitis - Observational studies (adjusted)","Kildegaard 2025",0,0,"Observational (adjusted)","Chorioamnionitis","Maternal",1.1,0.8,1.51,,,,"RR",4,3,6,"Moderate","Moderate",,,,,50816,,,,,,,50886,,,,,,1.1,0.8,1.51,
33,"Safety - maternal","Chorioamnionitis - Observational studies (adjusted)","Berenson 2016",0,0,"Observational (adjusted)","Chorioamnionitis","Maternal",1.53,0.8,2.9,,,,"OR",8,4,8,"Serious","Serious",,,,39,1109,,,,,,14,650,,,,,,1.53,0.8,2.9,"SOURCE: Adjusted data only; no matching unadjusted binary row found"
33,"Safety - maternal","Chorioamnionitis - Observational studies (adjusted)","DeSilva 2017",0,0,"Observational (adjusted)","Chorioamnionitis","Maternal",1.23,1.17,1.28,,,,"RR",7,8,4,"Serious","Serious",,,,2883,45008,,,,,,7970,152556,,,,,,1.23,1.17,1.28,"SOURCE: Adjusted data only; no matching unadjusted binary row found"
33,"Safety - maternal","Chorioamnionitis - Observational studies (adjusted)","Griffin 2018",0,0,"Observational (adjusted)","Chorioamnionitis","Maternal",1.1,0.7,1.75,,,,"RR",3,1,7,"Serious","Serious",,,,26,8178,,,,,,198,60372,,,,,,1.1,0.7,1.75,"SOURCE: Adjusted data only; no matching unadjusted binary row found"
33,"Safety - maternal","Chorioamnionitis - Observational studies (adjusted)","Layton 2017",0,0,"Observational (adjusted)","Chorioamnionitis","Maternal",1.11,1.07,1.15,,,,"RR",5,7,2,"Serious","Serious",,,,4529,123780,,,,,,25149,871177,,,,,,1.11,1.07,1.15,"SOURCE: Adjusted data only; no matching unadjusted binary row found"
34,"Safety - maternal","Preeclampsia/eclampsia - Observational studies (adjusted)","Fakhraei 2021",0,0,"Observational (adjusted)","Preeclampsia/eclampsia","Maternal",0.87,0.78,0.96,,,,"RR",2,2,1,"Moderate","Moderate",,,,,11519,,,,,,,603694,,,,,,0.87,0.78,0.96,
34,"Safety - maternal","Preeclampsia/eclampsia - Observational studies (adjusted)","Giles 2021",0,0,"Observational (adjusted)","Preeclampsia/eclampsia","Maternal",0.93,0.87,0.99,,,,"RR",3,3,2,"Low","Low",,,,,192487,,,,,,,56872,,,,,,0.93,0.87,0.99,
34,"Safety - maternal","Preeclampsia/eclampsia - Observational studies (adjusted)","Hall 2020b",0,0,"Observational (adjusted)","Preeclampsia/eclampsia","Maternal",1.07,0.97,1.17,,,,"HR",6,6,6,"Low","Low",,,,,9438,,,,,,,131450,,,,,,1.07,0.97,1.17,
34,"Safety - maternal","Preeclampsia/eclampsia - Observational studies (adjusted)","Kildegaard 2025",0,0,"Observational (adjusted)","Preeclampsia/eclampsia","Maternal",0.97,0.92,1.02,,,,"RR",5,4,4,"Moderate","Moderate",,,,,50816,,,,,,,50886,,,,,,0.97,0.92,1.02,
34,"Safety - maternal","Preeclampsia/eclampsia - Observational studies (adjusted)","Tseng 2022",0,0,"Observational (adjusted)","Preeclampsia/eclampsia","Maternal",1.38,1.24,1.53,,,,"RR",8,8,8,"Moderate","Moderate",,,,,16606,,,,,,,16606,,,,,,1.38,1.24,1.53,
34,"Safety - maternal","Preeclampsia/eclampsia - Observational studies (adjusted)","Griffin 2018",0,0,"Observational (adjusted)","Preeclampsia/eclampsia","Maternal",0.85,0.69,1.04,,,,"RR",1,1,5,"Serious","Serious",,,,,8178,,,,,,,60372,,,,,,0.85,0.69,1.04,"SOURCE: Adjusted data only; no matching unadjusted binary row found"
34,"Safety - maternal","Preeclampsia/eclampsia - Observational studies (adjusted)","Kharbanda 2014",0,0,"Observational (adjusted)","Preeclampsia/eclampsia","Maternal",1.09,0.99,1.2,,,,"RR",7,7,7,"Serious","Serious",,,,,6083,,,,,,,97265,,,,,,1.09,0.99,1.2,"SOURCE: Adjusted data only; no matching unadjusted binary row found"
34,"Safety - maternal","Preeclampsia/eclampsia - Observational studies (adjusted)","Layton 2017",0,0,"Observational (adjusted)","Preeclampsia/eclampsia","Maternal",0.96,0.94,0.99,,,,"RR",4,5,3,"Serious","Serious",,,,,123780,,,,,,,871177,,,,,,0.96,0.94,0.99,"SOURCE: Adjusted data only; no matching unadjusted binary row found"
35,"Safety - maternal","Other adverse events - Observational studies (adjusted)","Khodr 2017",0,0,"Observational (adjusted)","Other adverse events","Maternal",0.91,0.84,0.99,,,,"RR",2,2,1,"Low","Low",,,,,5726,,,,,,,93708,,,,,,0.91,0.84,0.99,
35,"Safety - maternal","Other adverse events - Observational studies (adjusted)","Kildegaard 2025",0,0,"Observational (adjusted)","Other adverse events","Maternal",0.85,0.71,1.02,,,,"RR",1,1,2,"Moderate","Moderate",,,,,50816,,,,,,,50886,,,,,,0.85,0.71,1.02,
36,"Safety - maternal","Other pregnancy-related adverse events - Observational studies (adjusted)","Fakhraei 2021",0,0,"Observational (adjusted)","Other pregnancy-related adverse events","Maternal",1.01,0.91,1.13,,,,"RR",3,3,3,"Moderate","Moderate",,,,,11519,,,,,,,603694,,,,,,1.01,0.91,1.13,
36,"Safety - maternal","Other pregnancy-related adverse events - Observational studies (adjusted)","Sancovski 2019",0,0,"Observational (adjusted)","Other pregnancy-related adverse events","Maternal",0.067,0.008,0.59,,,,"OR",1,1,1,"Serious","Serious",,,,,1119,,,,,,,1248,,,,,,0.067,0.008,0.59,
36,"Safety - maternal","Other pregnancy-related adverse events - Observational studies (adjusted)","Tseng 2022",0,0,"Observational (adjusted)","Other pregnancy-related adverse events","Maternal",0.76,0.64,0.91,,,,"RR",2,2,2,"Moderate","Moderate",,,,,16022,,,,,,,16022,,,,,,0.76,0.64,0.91,
37,"Safety - maternal","Other placental conditions (non-chorioamnionitis) - Observational studies (adjusted)","Kildegaard 2025",0,0,"Observational (adjusted)","Other placental conditions (non-chorioamnionitis)","Maternal",0.95,0.87,1.04,,,,"RR",1,1,1,"Moderate","Moderate",,,,,50816,,,,,,,50886,,,,,,0.95,0.87,1.04,
37,"Safety - maternal","Other placental conditions (non-chorioamnionitis) - Observational studies (adjusted)","Tseng 2022",0,0,"Observational (adjusted)","Other placental conditions (non-chorioamnionitis)","Maternal",1.31,0.99,1.72,,,,"RR",2,2,2,"Moderate","Moderate",,,,,16606,,,,,,,16606,,,,,,1.31,0.99,1.72,
38,"Safety - maternal","Preterm birth - Observational studies (adjusted)","Fakhraei 2021",0,0,"Observational (adjusted)","Preterm birth","Maternal",0.98,0.91,1.06,,,,"HR",7,7,6,"Moderate","Moderate",,,,,11519,,,,,,,603694,,,,,,0.98,0.91,1.06,
38,"Safety - maternal","Preterm birth - Observational studies (adjusted)","Giles 2021",0,0,"Observational (adjusted)","Preterm birth","Maternal",0.68,0.66,0.71,,,,"RR",3,4,1,"Low","Low",,,,,192487,,,,,,,56872,,,,,,0.68,0.66,0.71,
38,"Safety - maternal","Preterm birth - Observational studies (adjusted)","Greenberg 2023",0,0,"Observational (adjusted)","Preterm birth","Maternal",1.01,0.96,1.07,,,,"HR",8,8,8,"Low","Low",,,,,103254,,,,,,,14957,,,,,,1.01,0.96,1.07,
38,"Safety - maternal","Preterm birth - Observational studies (adjusted)","Hall 2020b",0,0,"Observational (adjusted)","Preterm birth","Maternal",0.97,0.88,1.07,,,,"HR",6,6,7,"Low","Low",,,,,1272,,,,,,,131450,,,,,,0.97,0.88,1.07,
38,"Safety - maternal","Preterm birth - Observational studies (adjusted)","Kildegaard 2025",0,0,"Observational (adjusted)","Preterm birth","Maternal",0.89,0.85,0.93,,,,"RR",5,5,3,"Moderate","Moderate",,,,,50816,,,,,,,50886,,,,,,0.89,0.85,0.93,
38,"Safety - maternal","Preterm birth - Observational studies (adjusted)","Sancovski 2019",0,0,"Observational (adjusted)","Preterm birth","Maternal",0.603,0.351,1.035,,,,"OR",1,1,5,"Serious","Serious",,,,,1119,,,,,,,1248,,,,,,0.603,0.351,1.035,
38,"Safety - maternal","Preterm birth - Observational studies (adjusted)","Berenson 2016",0,0,"Observational (adjusted)","Preterm birth","Maternal",0.68,0.45,1.03,,,,"OR",2,2,4,"Serious","Serious",,,,,1109,,,,,,,650,,,,,,0.68,0.45,1.03,"SOURCE: Adjusted data only; no matching unadjusted binary row found"
38,"Safety - maternal","Preterm birth - Observational studies (adjusted)","Griffin 2018",0,0,"Observational (adjusted)","Preterm birth","Maternal",0.72,0.63,0.83,,,,"RR",4,3,2,"Serious","Serious",,,,,8178,,,,,,,60372,,,,,,0.72,0.63,0.83,"SOURCE: Adjusted data only; no matching unadjusted binary row found"
38,"Safety - maternal","Preterm birth - Observational studies (adjusted)","Kharbanda 2014",0,0,"Observational (adjusted)","Preterm birth","Maternal",1.03,0.97,1.09,,,,"RR",9,9,9,"Serious","Serious",,,,,26229,,,,,,,97265,,,,,,1.03,0.97,1.09,"SOURCE: Adjusted data only; no matching unadjusted binary row found"
39,"Safety - maternal","Severe adverse events - Observational studies (adjusted)","Fakhraei 2021",0,0,"Observational (adjusted)","Severe adverse events","Maternal",0.79,0.55,1.13,,,,"RR",1,1,2,"Moderate","Moderate",,,,,11519,,,,,,,603694,,,,,,0.79,0.55,1.13,
39,"Safety - maternal","Severe adverse events - Observational studies (adjusted)","Kildegaard 2025",0,0,"Observational (adjusted)","Severe adverse events","Maternal",0.86,0.73,1.01,,,,"RR",2,2,1,"Moderate","Moderate",,,,,50816,,,,,,,50886,,,,,,0.86,0.73,1.01,
40,"Safety - maternal","Stillbirth - Observational studies (adjusted)","Fakhraei 2021",0,0,"Observational (adjusted)","Stillbirth","Maternal",1.15,0.82,1.6,,,,"HR",4,4,4,"Moderate","Moderate",,,,,11519,,,,,,,603694,,,,,,1.15,0.82,1.6,
40,"Safety - maternal","Stillbirth - Observational studies (adjusted)","Giles 2021",0,0,"Observational (adjusted)","Stillbirth","Maternal",0.23,0.18,0.28,,,,"RR",1,1,1,"Low","Low",,,,,192487,,,,,,,56872,,,,,,0.23,0.18,0.28,
40,"Safety - maternal","Stillbirth - Observational studies (adjusted)","Kildegaard 2025",0,0,"Observational (adjusted)","Stillbirth","Maternal",0.87,0.61,1.23,,,,"RR",3,3,3,"Moderate","Moderate",,,,,50816,,,,,,,50886,,,,,,0.87,0.61,1.23,
40,"Safety - maternal","Stillbirth - Observational studies (adjusted)","Tseng 2022",0,0,"Observational (adjusted)","Stillbirth","Maternal",0.38,0.22,0.67,,,,"RR",2,2,2,"Moderate","Moderate",,,,,16368,,,,,,,16166,,,,,,0.38,0.22,0.67,
41,"Immunogenicity","Anti-FHA Ab (infant blood, age 2 mo) - Observational studies (unadjusted)","Jones 2021",0,0,"Observational (unadjusted)","Anti-FHA Ab (infant blood, age 2 mo)","Infant",11.11725293,6.980509023,17.70548714,,,,"ROM",4,4,3,"High","High","Anti-filamentous hemagglutinin","FHA",,,61,66.37,51.95,84.79,,,,27,5.97,4.02,8.87,,,2.40849822,1.94312184,2.873874599,
41,"Immunogenicity","Anti-FHA Ab (infant blood, age 2 mo) - Observational studies (unadjusted)","Maertens 2022a",0,0,"Observational (unadjusted)","Anti-FHA Ab (infant blood, age 2 mo)","Infant",6.119606359,4.135656852,9.055292382,,,,"ROM",2,3,2,"Moderate","Moderate","Anti-filamentous hemagglutinin","FHA",,,102,80.84,66.3,98.56,,,,14,13.21,9.42,18.52,,,1.811497774,1.419646168,2.20334938,
41,"Immunogenicity","Anti-FHA Ab (infant blood, age 2 mo) - Observational studies (unadjusted)","Maertens 2022b",0,0,"Observational (unadjusted)","Anti-FHA Ab (infant blood, age 2 mo)","Infant",8.68452381,4.130302048,18.26039668,,,,"ROM",3,2,4,"Critical","Critical","Anti-filamentous hemagglutinin","FHA",,,83,43.77,33.35,57.45,,,,14,5.04,2.52,10.05,,,2.161542569,1.418350539,2.904734599,
41,"Immunogenicity","Anti-FHA Ab (infant blood, age 2 mo) - Observational studies (unadjusted)","Maertens 2016",0,0,"Observational (unadjusted)","Anti-FHA Ab (infant blood, age 2 mo)","Infant",5.260869565,4.073862006,6.793737378,,,,"ROM",1,1,1,"Unclear","Unclear","Anti-filamentous hemagglutinin","FHA",,,51,121,100,145,,,,26,23,19,27,,,1.66029633,1.404591445,1.916001214,
42,"Immunogenicity","Anti-PRN Ab (infant blood, age 2 mo) - Observational studies (unadjusted)","Jones 2021",0,0,"Observational (unadjusted)","Anti-PRN Ab (infant blood, age 2 mo)","Infant",23.76806084,11.07375143,51.01439379,,,,"ROM",4,4,4,"High","High","Anti-pertactin","PRN",,,62,62.51,39.17,99.75,,,,27,2.63,1.44,4.82,,,3.168342698,2.404577571,3.932107824,
42,"Immunogenicity","Anti-PRN Ab (infant blood, age 2 mo) - Observational studies (unadjusted)","Maertens 2022a",0,0,"Observational (unadjusted)","Anti-PRN Ab (infant blood, age 2 mo)","Infant",6.420736932,2.600516729,15.85295041,,,,"ROM",1,1,1,"Moderate","Moderate","Anti-pertactin","PRN",,,102,74.93,57.81,97.12,,,,14,11.67,4.91,27.74,,,1.859532898,0.955710167,2.763355629,
42,"Immunogenicity","Anti-PRN Ab (infant blood, age 2 mo) - Observational studies (unadjusted)","Maertens 2022b",0,0,"Observational (unadjusted)","Anti-PRN Ab (infant blood, age 2 mo)","Infant",12.11428571,6.124351013,23.96268895,,,,"ROM",2,2,3,"Critical","Critical","Anti-pertactin","PRN",,,83,42.4,29.8,60.31,,,,14,3.5,1.95,6.27,,,2.494385394,1.812272794,3.176497994,
42,"Immunogenicity","Anti-PRN Ab (infant blood, age 2 mo) - Observational studies (unadjusted)","Maertens 2016",0,0,"Observational (unadjusted)","Anti-PRN Ab (infant blood, age 2 mo)","Infant",14.88235294,10.23234205,21.64552632,,,,"ROM",3,3,2,"Unclear","Unclear","Anti-pertactin","PRN",,,51,253,183,351,,,,26,17,14.5,21,,,2.700176145,2.325553493,3.074798797,
43,"Immunogenicity","Anti-PT Ab (infant blood, age 2 mo) - Observational studies (unadjusted)","Healy 2018",0,0,"Observational (unadjusted)","Anti-PT Ab (infant blood, age 2 mo)","Infant",3.6875,3.170585259,4.28868967,,,,"ROM",1,3,1,"Serious","Serious","Anti-pertussis toxin","PT",,,312,11.8,10.5,13.3,,,,314,3.2,2.9,3.5,,,1.304948722,1.153916195,1.455981248,
43,"Immunogenicity","Anti-PT Ab (infant blood, age 2 mo) - Observational studies (unadjusted)","Jones 2021",0,0,"Observational (unadjusted)","Anti-PT Ab (infant blood, age 2 mo)","Infant",6.371212121,3.897413873,10.41519972,,,,"ROM",4,4,4,"High","High","Anti-pertussis toxin","PT",,,61,16.82,12.64,22.37,,,,27,2.64,1.77,3.94,,,1.851789737,1.360313224,2.343266251,
43,"Immunogenicity","Anti-PT Ab (infant blood, age 2 mo) - Observational studies (unadjusted)","Maertens 2022a",0,0,"Observational (unadjusted)","Anti-PT Ab (infant blood, age 2 mo)","Infant",5.516224189,3.091184949,9.843710357,,,,"ROM",3,2,3,"Moderate","Moderate","Anti-pertussis toxin","PT",,,102,18.7,15.23,22.95,,,,14,3.39,1.97,5.82,,,1.707693602,1.128554496,2.286832709,
43,"Immunogenicity","Anti-PT Ab (infant blood, age 2 mo) - Observational studies (unadjusted)","Maertens 2022b",0,0,"Observational (unadjusted)","Anti-PT Ab (infant blood, age 2 mo)","Infant",4.840707965,2.785766776,8.411491515,,,,"ROM",2,1,2,"Low","Low (except for uncontrolled confounding)","Anti-pertussis toxin","PT",,,83,10.94,8.55,14,,,,14,2.26,1.38,3.71,,,1.577060984,1.024523159,2.129598808,
