"id_meta","domain","analysis_label","study","is_meta","is_rct","study_design","outcome","population","rr","rr_lower","rr_upper","tau_sq","p","i_sq","effect_measure","rr_order","rr_lower_order","rr_upper_order","rob","rob_original","ab","ab_abbrev","ab_footnote","n_events_vax","n_vax","mean_vax","lower_vax","upper_vax","sd_vax","se_vax","n_events_unvax","n_unvax","mean_unvax","lower_unvax","upper_unvax","sd_unvax","se_unvax","te","lower","upper","notes"
28,"Safety - infant","Low birth weight - Observational studies (adjusted)","Pooled",1,0,"Observational (adjusted)","Low birth weight","Infant",0.738158672,0.684757833,0.795723974,0,"0.591",0,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,
29,"Safety - infant","NICU admission - Observational studies (adjusted)","Pooled",1,0,"Observational (adjusted)","NICU admission","Infant",0.810269415,0.610651491,1.075141115,0.058082299,"<0.001",0.982077103,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,
30,"Safety - infant","Neonatal mortality - Observational studies (adjusted)","Pooled",1,0,"Observational (adjusted)","Neonatal mortality","Infant",0.376483103,0.281618189,0.503303879,0.31553912,"0.0319",0.7826852,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,
31,"Safety - infant","Neonatal sepsis - Observational studies (adjusted)","Pooled",1,0,"Observational (adjusted)","Neonatal sepsis","Infant",0.862556463,0.813802203,0.914231553,0,"0.39",0.002938512,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,
32,"Safety - infant","Small for gestational age - Observational studies (adjusted)","Pooled",1,0,"Observational (adjusted)","Small for gestational age","Infant",0.846015454,0.79826702,0.896619965,0.000941321,"0.201",0.312484561,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,
33,"Safety - maternal","Chorioamnionitis - Observational studies (adjusted)","Pooled",1,0,"Observational (adjusted)","Chorioamnionitis","Maternal",1.101388522,1.003722504,1.208557814,0.005635747,"<0.001",0.823913157,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,
34,"Safety - maternal","Preeclampsia/eclampsia - Observational studies (adjusted)","Pooled",1,0,"Observational (adjusted)","Preeclampsia/eclampsia","Maternal",1.00751383,0.887525537,1.143723843,0.020431751,"<0.001",0.884722654,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,
35,"Safety - maternal","Other adverse events - Observational studies (adjusted)","Pooled",1,0,"Observational (adjusted)","Other adverse events","Maternal",0.899473182,0.834634103,0.969349325,0,"0.502",0,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,
36,"Safety - maternal","Other pregnancy-related adverse events - Observational studies (adjusted)","Pooled",1,0,"Observational (adjusted)","Other pregnancy-related adverse events","Maternal",0.505236954,0.01994438,12.79881258,1.430635126,"0.00148",0.846566584,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,
37,"Safety - maternal","Other placental conditions (non-chorioamnionitis) - Observational studies (adjusted)","Pooled",1,0,"Observational (adjusted)","Other placental conditions (non-chorioamnionitis)","Maternal",0.979300244,0.899574083,1.066092262,0.040658695,"0.03",0.787603499,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,
38,"Safety - maternal","Preterm birth - Observational studies (adjusted)","Pooled",1,0,"Observational (adjusted)","Preterm birth","Maternal",0.863633189,0.748659665,0.996263482,0.027946794,"<0.001",0.968825051,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,
39,"Safety - maternal","Severe adverse events - Observational studies (adjusted)","Pooled",1,0,"Observational (adjusted)","Severe adverse events","Maternal",0.847752449,0.731141983,0.982961218,0,"0.674",0,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,
40,"Safety - maternal","Stillbirth - Observational studies (adjusted)","Pooled",1,0,"Observational (adjusted)","Stillbirth","Maternal",0.544049855,0.16500993,1.793772319,0.524627578,"<0.001",0.962329895,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,
41,"Immunogenicity","Anti-FHA Ab (infant blood, age 2 mo) - Observational studies (unadjusted)","Pooled",1,0,"Observational (unadjusted)","Anti-FHA Ab (infant blood, age 2 mo)","Infant",7.036359816,4.044997818,12.23989769,0.070435533,"0.0391",0.641120834,,1,1,1,,,"Anti-filamentous hemagglutinin","FHA",,,,,,,,,,,,,,,,,,,
42,"Immunogenicity","Anti-PRN Ab (infant blood, age 2 mo) - Observational studies (unadjusted)","Pooled",1,0,"Observational (unadjusted)","Anti-PRN Ab (infant blood, age 2 mo)","Infant",13.5284624,6.3437847,28.85017438,0.11471123,"0.174",0.397068238,,1,1,1,,,"Anti-pertactin","PRN",,,,,,,,,,,,,,,,,,,
43,"Immunogenicity","Anti-PT Ab (infant blood, age 2 mo) - Observational studies (unadjusted)","Pooled",1,0,"Observational (unadjusted)","Anti-PT Ab (infant blood, age 2 mo)","Infant",6.029035007,3.18222779,11.42258365,0.208999368,"<0.001",0.868305586,,1,1,1,,,"Anti-pertussis toxin","PT",,,,,,,,,,,,,,,,,,,
44,"Immunogenicity","Anti-FHA Ab (infant blood, age 2 mo) - RCTs","Pooled",1,1,"RCT","Anti-FHA Ab (infant blood, age 2 mo)","Infant",4.53233682,3.697875143,5.555102932,1.015581369,"<0.001",0.978332943,,1,1,1,,,"Anti-filamentous hemagglutinin","FHA",,,,,,,,,,,,,,,,,,,
45,"Immunogenicity","Anti-PRN Ab (infant blood, age 2 mo) - RCTs","Pooled",1,1,"RCT","Anti-PRN Ab (infant blood, age 2 mo)","Infant",13.35207675,1.15996793,153.6921401,0.922891639,"<0.001",0.943382493,,1,1,1,,,"Anti-pertactin","PRN",,,,,,,,,,,,,,,,,,,
46,"Immunogenicity","Anti-PT Ab (infant blood, age 2 mo) - RCTs","Pooled",1,1,"RCT","Anti-PT Ab (infant blood, age 2 mo)","Infant",3.469717342,0.747431494,16.10707941,0.329588643,"<0.001",0.89621181,,1,1,1,,,"Anti-pertussis toxin","PT",,,,,,,,,,,,,,,,,,,
47,"Immunogenicity","Anti-FHA Ab (infant blood, age 5 mo) - Observational studies (unadjusted)","Pooled",1,0,"Observational (unadjusted)","Anti-FHA Ab (infant blood, age 5 mo)","Infant",0.845496631,0.592286866,1.206956619,0.061820599,"<0.001",0.802554906,,1,1,1,,,"Anti-filamentous hemagglutinin","FHA",,,,,,,,,,,,,,,,,,,
48,"Immunogenicity","Anti-FIM Ab (infant blood, age 5 mo) - Observational studies (unadjusted)","Pooled",1,0,"Observational (unadjusted)","Anti-FIM Ab (infant blood, age 5 mo)","Infant",0.629403897,0.527606538,0.750842223,0.613209039,"<0.001",0.959188238,,1,1,1,,,"Anti-fimbriae","FIM",,,,,,,,,,,,,,,,,,,
49,"Immunogenicity","Anti-PRN Ab (infant blood, age 5 mo) - Observational studies (unadjusted)","Pooled",1,0,"Observational (unadjusted)","Anti-PRN Ab (infant blood, age 5 mo)","Infant",0.841319319,0.648522343,1.091432245,0,"0.621",0,,1,1,1,,,"Anti-pertactin","PRN",,,,,,,,,,,,,,,,,,,
50,"Immunogenicity","Anti-PT Ab (infant blood, age 5 mo) - Observational studies (unadjusted)","Pooled",1,0,"Observational (unadjusted)","Anti-PT Ab (infant blood, age 5 mo)","Infant",0.681806894,0.570912761,0.814241112,0.003835576,"0.33",0.131727208,,1,1,1,,,"Anti-pertussis toxin","PT",,,,,,,,,,,,,,,,,,,
51,"Immunogenicity","Anti-FHA Ab (infant blood, age 5 mo) - RCTs","Pooled",1,1,"RCT","Anti-FHA Ab (infant blood, age 5 mo)","Infant",1.159150882,1.021386866,1.315496421,0,"0.88",0,,1,1,1,,,"Anti-filamentous hemagglutinin","FHA",,,,,,,,,,,,,,,,,,,
52,"Immunogenicity","Anti-PRN Ab (infant blood, age 5 mo) - RCTs","Pooled",1,1,"RCT","Anti-PRN Ab (infant blood, age 5 mo)","Infant",0.662675944,0.509097832,0.862583534,0,"0.591",0,,1,1,1,,,"Anti-pertactin","PRN",,,,,,,,,,,,,,,,,,,
53,"Immunogenicity","Anti-PT Ab (infant blood, age 5 mo) - RCTs","Pooled",1,1,"RCT","Anti-PT Ab (infant blood, age 5 mo)","Infant",0.321116832,0.080133329,1.286805634,0.652049616,"<0.001",0.924283574,,1,1,1,,,"Anti-pertussis toxin","PT",,,,,,,,,,,,,,,,,,,
54,"Immunogenicity","Anti-FHA Ab (infant blood, birth) - Observational studies (unadjusted)","Pooled",1,0,"Observational (unadjusted)","Anti-FHA Ab (infant blood, birth)","Infant",5.329413091,2.604487174,10.90527309,0.525727501,"<0.001",0.899082292,,1,1,1,,,"Anti-filamentous hemagglutinin","FHA",,,,,,,,,,,,,,,,,,,
55,"Immunogenicity","Anti-FIM Ab (infant blood, birth) - Observational studies (unadjusted)","Pooled",1,0,"Observational (unadjusted)","Anti-FIM Ab (infant blood, birth)","Infant",8.0188299,5.244246156,12.26136819,3.307277345,"<0.001",0.960922142,,1,1,1,,,"Anti-fimbriae","FIM",,,,,,,,,,,,,,,,,,,
56,"Immunogenicity","Anti-PRN Ab (infant blood, birth) - Observational studies (unadjusted)","Pooled",1,0,"Observational (unadjusted)","Anti-PRN Ab (infant blood, birth)","Infant",12.15833506,4.993610407,29.6028523,0.790537476,"<0.001",0.876399248,,1,1,1,,,"Anti-pertactin","PRN",,,,,,,,,,,,,,,,,,,
57,"Immunogenicity","Anti-PT Ab (infant blood, birth) - Observational studies (unadjusted)","Pooled",1,0,"Observational (unadjusted)","Anti-PT Ab (infant blood, birth)","Infant",4.328617149,2.930098487,6.394640488,0.351830358,"<0.001",0.843326236,,1,1,1,,,"Anti-pertussis toxin","PT",,,,,,,,,,,,,,,,,,,
58,"Immunogenicity","Anti-FHA Ab (infant blood, birth) - RCTs","Pooled",1,1,"RCT","Anti-FHA Ab (infant blood, birth)","Infant",9.010331545,4.368278984,18.58536848,0.405009278,"<0.001",0.901746923,,1,1,1,,,"Anti-filamentous hemagglutinin","FHA",,,,,,,,,,,,,,,,,,,
59,"Immunogenicity","Anti-FIM Ab (infant blood, birth) - RCTs","Pooled",1,1,"RCT","Anti-FIM Ab (infant blood, birth)","Infant",3.407644088,2.147963459,5.406068794,4.756007189,"<0.001",0.969608293,,1,1,1,,,"Anti-fimbriae","FIM",,,,,,,,,,,,,,,,,,,
60,"Immunogenicity","Anti-PRN Ab (infant blood, birth) - RCTs","Pooled",1,1,"RCT","Anti-PRN Ab (infant blood, birth)","Infant",18.45786204,8.670656861,39.29260221,0.293212312,"<0.001",0.825832104,,1,1,1,,,"Anti-pertactin","PRN",,,,,,,,,,,,,,,,,,,
61,"Immunogenicity","Anti-PT Ab (infant blood, birth) - RCTs","Pooled",1,1,"RCT","Anti-PT Ab (infant blood, birth)","Infant",6.562916378,3.560380867,12.09754602,0.371262956,"<0.001",0.870389988,,1,1,1,,,"Anti-pertussis toxin","PT",,,,,,,,,,,,,,,,,,,
62,"Immunogenicity","Anti-FHA Ab (maternal blood, delivery) - Observational studies (unadjusted)","Pooled",1,0,"Observational (unadjusted)","Anti-FHA Ab (maternal blood, delivery)","Maternal",8.139764035,3.136554332,21.12374011,0.985992892,"<0.001",0.930433402,,1,1,1,,,"Anti-filamentous hemagglutinin","FHA",,,,,,,,,,,,,,,,,,,
63,"Immunogenicity","Anti-FIM Ab (maternal blood, delivery) - Observational studies (unadjusted)","Pooled",1,0,"Observational (unadjusted)","Anti-FIM Ab (maternal blood, delivery)","Maternal",1.333213107,0.749949205,2.37010344,0.235713906,"0.132",0.559754878,,1,1,1,,,"Anti-fimbriae","FIM",,,,,,,,,,,,,,,,,,,
64,"Immunogenicity","Anti-PRN Ab (maternal blood, delivery) - Observational studies (unadjusted)","Pooled",1,0,"Observational (unadjusted)","Anti-PRN Ab (maternal blood, delivery)","Maternal",15.21024377,4.921272227,47.01050966,1.339436021,"<0.001",0.899940178,,1,1,1,,,"Anti-pertactin","PRN",,,,,,,,,,,,,,,,,,,
65,"Immunogenicity","Anti-PT Ab (maternal blood, delivery) - Observational studies (unadjusted)","Pooled",1,0,"Observational (unadjusted)","Anti-PT Ab (maternal blood, delivery)","Maternal",6.211048514,2.926803461,13.18063347,0.872971125,"<0.001",0.912890907,,1,1,1,,,"Anti-pertussis toxin","PT",,,,,,,,,,,,,,,,,,,
66,"Immunogenicity","Anti-FHA Ab (maternal blood, delivery) - RCTs","Pooled",1,1,"RCT","Anti-FHA Ab (maternal blood, delivery)","Maternal",8.228616855,4.554124652,14.86787045,0.171231215,"0.00518",0.729334364,,1,1,1,,,"Anti-filamentous hemagglutinin","FHA",,,,,,,,,,,,,,,,,,,
67,"Immunogenicity","Anti-FIM Ab (maternal blood, delivery) - RCTs","Pooled",1,1,"RCT","Anti-FIM Ab (maternal blood, delivery)","Maternal",2.456042762,1.697925581,3.552656322,5.943483674,"<0.001",0.980252178,,1,1,1,,,"Anti-fimbriae","FIM",,,,,,,,,,,,,,,,,,,
68,"Immunogenicity","Anti-PRN Ab (maternal blood, delivery) - RCTs","Pooled",1,1,"RCT","Anti-PRN Ab (maternal blood, delivery)","Maternal",18.55822889,4.627031718,74.43386616,0.21155802,"0.0099",0.783316216,,1,1,1,,,"Anti-pertactin","PRN",,,,,,,,,,,,,,,,,,,
69,"Immunogenicity","Anti-PT Ab (maternal blood, delivery) - RCTs","Pooled",1,1,"RCT","Anti-PT Ab (maternal blood, delivery)","Maternal",6.468938529,2.733728099,15.30772783,0.406145671,"<0.001",0.864544769,,1,1,1,,,"Anti-pertussis toxin","PT",,,,,,,,,,,,,,,,,,,
70,"Immunogenicity","Anti-PT Ab (breast milk) - Observational studies (unadjusted)","Pooled",1,0,"Observational (unadjusted)","Anti-PT Ab (breast milk)","Maternal",2.139032341,0.692201169,6.610013909,0.408162265,"<0.001",0.909793727,,1,1,1,,,"Anti-pertussis toxin","PT",,,,,,,,,,,,,,,,,,,
